Date : 2022-11-01 00:49:06
Directory : c:\Users\gasan\.vscode\flutter projects\database_trial
Total : 133 files,  7704 codes, 1774 comments, 854 blanks, all 10332 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ios\Runner                                                                                                                               |          7 |        222 |          2 |          9 |        233 |
| ios\Runner\Assets.xcassets                                                                                                               |          3 |        148 |          0 |          4 |        152 |
| ios\Runner\Assets.xcassets\AppIcon.appiconset                                                                                            |          1 |        122 |          0 |          1 |        123 |
| ios\Runner\Assets.xcassets\LaunchImage.imageset                                                                                          |          2 |         26 |          0 |          3 |         29 |
| ios\Runner\Base.lproj                                                                                                                    |          2 |         61 |          2 |          2 |         65 |
| lib                                                                                                                                      |         64 |      6,083 |      1,508 |        563 |      8,154 |
| lib\data                                                                                                                                 |          3 |        505 |        160 |         55 |        720 |
| lib\data\evler_data                                                                                                                      |          1 |        107 |         40 |         21 |        168 |
| lib\data\filter_data                                                                                                                     |          1 |          0 |         78 |         13 |         91 |
| lib\data\qovluqlar_data                                                                                                                  |          1 |        398 |         42 |         21 |        461 |
| lib\domain                                                                                                                               |         16 |        691 |        142 |        136 |        969 |
| lib\domain\api_clients                                                                                                                   |          4 |        401 |         99 |         72 |        572 |
| lib\domain\api_clients\filter_api                                                                                                        |          1 |         97 |         17 |         26 |        140 |
| lib\domain\entitites                                                                                                                     |         12 |        290 |         43 |         64 |        397 |
| lib\domain\entitites\details                                                                                                             |          2 |        105 |          4 |         10 |        119 |
| lib\domain\entitites\filter                                                                                                              |          2 |         51 |         23 |         14 |         88 |
| lib\domain\entitites\getter                                                                                                              |          2 |         54 |          4 |         10 |         68 |
| lib\domain\entitites\image_getter                                                                                                        |          2 |         18 |          4 |         10 |         32 |
| lib\domain\entitites\object                                                                                                              |          2 |         25 |          4 |         11 |         40 |
| lib\domain\entitites\qovluqlar                                                                                                           |          2 |         37 |          4 |          9 |         50 |
| lib\google_maps                                                                                                                          |          2 |         20 |          0 |          6 |         26 |
| lib\ui                                                                                                                                   |         42 |      4,840 |      1,162 |        358 |      6,360 |
| lib\ui\axtaris                                                                                                                           |         15 |      1,375 |        586 |        131 |      2,092 |
| lib\ui\axtaris\button_entity                                                                                                             |         12 |        752 |         48 |         88 |        888 |
| lib\ui\axtaris\button_entity\propertyTypeEntities                                                                                        |          4 |        280 |         16 |         33 |        329 |
| lib\ui\bas_sehife                                                                                                                        |          4 |        432 |         97 |         22 |        551 |
| lib\ui\bottomNavigationBar                                                                                                               |          2 |        430 |        214 |         31 |        675 |
| lib\ui\deatils_screens                                                                                                                   |          3 |        728 |         28 |         34 |        790 |
| lib\ui\deatils_screens\details_images                                                                                                    |          2 |        131 |         12 |          8 |        151 |
| lib\ui\evler                                                                                                                             |          4 |        337 |         52 |         28 |        417 |
| lib\ui\evler\appbar                                                                                                                      |          1 |         49 |          1 |          4 |         54 |
| lib\ui\evler\elanlarList                                                                                                                 |          1 |        220 |         47 |         17 |        284 |
| lib\ui\evler\son elanar                                                                                                                  |          1 |         42 |          3 |          3 |         48 |
| lib\ui\navigation                                                                                                                        |          1 |         17 |          2 |          4 |         23 |
| lib\ui\profile                                                                                                                           |          5 |        606 |         28 |         26 |        660 |
| lib\ui\profile\daxil_ol                                                                                                                  |          3 |        491 |         23 |         15 |        529 |
| lib\ui\profile\reegister                                                                                                                 |          2 |        115 |          5 |         11 |        131 |
| lib\ui\secilmisler                                                                                                                       |          6 |        850 |        115 |         56 |      1,021 |
| lib\ui\secilmisler\papkalar                                                                                                              |          2 |        403 |         63 |         27 |        493 |
| lib\ui\secure_storage                                                                                                                    |          2 |         65 |         40 |         26 |        131 |
| linux                                                                                                                                    |          5 |        102 |         27 |         38 |        167 |
| linux\flutter                                                                                                                            |          2 |         16 |          9 |         11 |         36 |
| macos                                                                                                                                    |          5 |        449 |          3 |         12 |        464 |
| macos\Flutter                                                                                                                            |          1 |         18 |          3 |          4 |         25 |
| macos\Runner                                                                                                                             |          4 |        431 |          0 |          8 |        439 |
| macos\Runner\Assets.xcassets                                                                                                             |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Assets.xcassets\AppIcon.appiconset                                                                                          |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Base.lproj                                                                                                                  |          1 |        343 |          0 |          1 |        344 |
| test                                                                                                                                     |          1 |         14 |         10 |          7 |         31 |
| web                                                                                                                                      |          2 |         72 |         16 |          7 |         95 |
| windows                                                                                                                                  |         10 |        413 |         80 |        131 |        624 |
| windows\flutter                                                                                                                          |          2 |         17 |          9 |         11 |         37 |
| windows\runner                                                                                                                           |          8 |        396 |         71 |        120 |        587 |
+------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                 | language   | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\gasan\.vscode\flutter projects\database_trial\README.md                                                                         | Markdown   |         10 |          0 |          7 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\analysis_options.yaml                                                             | YAML       |          3 |         23 |          4 |         30 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\build.gradle                                                          | Gradle     |         54 |          5 |         13 |         72 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\debug\AndroidManifest.xml                                         | XML        |          4 |          5 |          2 |         11 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\AndroidManifest.xml                                          | XML        |         31 |          6 |          2 |         39 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\drawable-v21\launch_background.xml                       | XML        |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\drawable\launch_background.xml                           | XML        |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\values-night\styles.xml                                  | XML        |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\values\styles.xml                                        | XML        |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\profile\AndroidManifest.xml                                       | XML        |          4 |          4 |          1 |          9 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\build.gradle                                                              | Gradle     |         27 |          0 |          6 |         33 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\gradle.properties                                                         | Properties |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\gradle\wrapper\gradle-wrapper.properties                                  | Properties |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\settings.gradle                                                           | Gradle     |          8 |          0 |          4 |         12 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\ArrowLeft.svg                                                       | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretCircleRight.svg                                                | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretDown.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretRight.svg                                                      | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Folders.svg                                                         | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\FoldersModalBottom.svg                                              | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Gear.svg                                                            | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraight.svg                                                   | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightLogin.svg                                              | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightRed.svg                                                | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House1.svg                                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\MapTrifold.svg                                                      | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Profile.svg                                                         | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Union.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\UserCircle.svg                                                      | XML        |         10 |          0 |          1 |         11 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\addIcon.svg                                                         | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\bell_svg.svg                                                        | XML        |          7 |          0 |          1 |          8 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\heartIcon.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar.svg                                                        | XML        |          7 |          0 |          1 |          8 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar2.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\refreshArrow.svg                                                    | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\sifirlaFilter.svg                                                   | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\successfulVerif.svg                                                 | XML        |         25 |          0 |          1 |         26 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\AppDelegate.swift                                                      | Swift      |         12 |          0 |          2 |         14 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                       | JSON       |        122 |          0 |          1 |        123 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                     | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                         | Markdown   |          3 |          0 |          2 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\LaunchScreen.storyboard                                     | XML        |         36 |          1 |          1 |         38 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\Main.storyboard                                             | XML        |         25 |          1 |          1 |         27 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Runner-Bridging-Header.h                                               | C++        |          1 |          0 |          1 |          2 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\evler_data\evler_data.dart                                               | Dart       |        107 |         40 |         21 |        168 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\filter_data\filter_data.dart                                             | Dart       |          0 |         78 |         13 |         91 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\qovluqlar_data\qovluqlar_data.dart                                       | Dart       |        398 |         42 |         21 |        461 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_client.dart                                            | Dart       |         61 |         37 |         20 |        118 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_verif_client.dart                                      | Dart       |        126 |         20 |         11 |        157 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\filter_api\filter_api_client.dart                          | Dart       |         97 |         17 |         26 |        140 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\qovluqlar_api_client.dart                                  | Dart       |        117 |         25 |         15 |        157 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.dart                                   | Dart       |         64 |          0 |          5 |         69 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.g.dart                                 | Dart       |         41 |          4 |          5 |         50 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.dart                                          | Dart       |         29 |         10 |          7 |         46 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.g.dart                                        | Dart       |         22 |         13 |          7 |         42 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.dart                                              | Dart       |         33 |          0 |          5 |         38 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.g.dart                                            | Dart       |         21 |          4 |          5 |         30 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.dart                                  | Dart       |         10 |          0 |          5 |         15 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.g.dart                                | Dart       |          8 |          4 |          5 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.dart                                           | Dart       |         12 |          0 |          6 |         18 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.g.dart                                         | Dart       |         13 |          4 |          5 |         22 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.dart                                     | Dart       |         22 |          0 |          4 |         26 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.g.dart                                   | Dart       |         15 |          4 |          5 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\constants.dart                                                    | Dart       |          1 |          0 |          1 |          2 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\google_maps_page.dart                                             | Dart       |         19 |          0 |          5 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\main.dart                                                                     | Dart       |         27 |         44 |          8 |         79 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_birlesme.dart                                              | Dart       |        170 |         22 |          6 |        198 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_list_widget.dart                                           | Dart       |        453 |         51 |         32 |        536 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\checkbox_entity.dart                                 | Dart       |         50 |          2 |          5 |         57 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\cixaris_switch_entity.dart                           | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\current_floor_entity.dart                            | Dart       |         68 |          2 |          8 |         78 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\floor_count.dart                                     | Dart       |         66 |          2 |          8 |         76 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\kredit_switch_entity.dart                            | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\ev_villa_button_entity.dart     | Dart       |         72 |          3 |          8 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\kohne_tikili_button_entity.dart | Dart       |         71 |          3 |          9 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\menzil_button_entity.dart       | Dart       |         65 |          7 |          8 |         80 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\yeni_tikili_button_entity.dart  | Dart       |         72 |          3 |          8 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\range_slider_entity.dart                             | Dart       |         49 |          6 |          5 |         60 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\room_count_entity.dart                               | Dart       |         67 |         14 |         10 |         91 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\swicth_cupertino.dart                                | Dart       |         50 |          2 |          5 |         57 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\kiraye.dart                                                        | Dart       |          0 |        465 |          5 |        470 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\appbar.dart                                                     | Dart       |         36 |          1 |          4 |         41 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\bas_sehife_birlesme.dart                                        | Dart       |         29 |          2 |          4 |         35 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\neticeler.dart                                                  | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\satilan_son_elanlar.dart                                        | Dart       |        363 |         94 |         13 |        470 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\bottom_navigation_bar.dart                             | Dart       |         79 |         85 |          7 |        171 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\cupertino_tab_scaffold.dart                            | Dart       |        351 |        129 |         24 |        504 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_images.dart                         | Dart       |         78 |         10 |          4 |         92 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_slider.dart                         | Dart       |         53 |          2 |          4 |         59 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_screen.dart                                        | Dart       |        597 |         16 |         26 |        639 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\appbar\son_elanlar.dart                                              | Dart       |         49 |          1 |          4 |         54 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\elanlarList\elanlar_list.dart                                        | Dart       |        220 |         47 |         17 |        284 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\evler.dart                                                           | Dart       |         26 |          1 |          4 |         31 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\son elanar\neticeler-widget.dart                                     | Dart       |         42 |          3 |          3 |         48 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\navigation\navigation.dart                                                 | Dart       |         17 |          2 |          4 |         23 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\code_screen.dart                                          | Dart       |        124 |         12 |          4 |        140 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\daxil_ol.dart                                             | Dart       |        102 |          8 |          5 |        115 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\hesab_screen.dart                                         | Dart       |        265 |          3 |          6 |        274 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\registration_page.dart                                   | Dart       |         71 |          2 |          4 |         77 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\splash_register_screnn.dart                              | Dart       |         44 |          3 |          7 |         54 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\appBarSecilmisler.dart                                         | Dart       |         60 |          1 |          4 |         65 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar.dart                                                  | Dart       |         78 |          2 |          6 |         86 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\papkalar_single.dart                                  | Dart       |        307 |         54 |         16 |        377 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\qovluq_yarat_dialog.dart                              | Dart       |         96 |          9 |         11 |        116 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmis_elanlar.dart                                          | Dart       |        193 |         41 |         13 |        247 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmisler_birlesme.dart                                      | Dart       |        116 |          8 |          6 |        130 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\qovluqlar_secure_storage.dart                               | Dart       |          0 |         14 |          5 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\secure_storage.dart                                         | Dart       |         65 |         26 |         21 |        112 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.cc                                      | C++        |         11 |          4 |          5 |         20 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.h                                       | C++        |          5 |          5 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\main.cc                                                                     | C++        |          5 |          0 |          2 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.cc                                                           | C++        |         74 |         11 |         20 |        105 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.h                                                            | C++        |          7 |          7 |          5 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Flutter\GeneratedPluginRegistrant.swift                                     | Swift      |         18 |          3 |          4 |         25 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\AppDelegate.swift                                                    | Swift      |          8 |          0 |          2 |         10 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                     | JSON       |         68 |          0 |          1 |         69 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\Base.lproj\MainMenu.xib                                              | XML        |        343 |          0 |          1 |        344 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\MainFlutterWindow.swift                                              | Swift      |         12 |          0 |          4 |         16 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\pubspec.yaml                                                                      | YAML       |         47 |         53 |         16 |        116 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\test\widget_test.dart                                                             | Dart       |         14 |         10 |          7 |         31 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\web\index.html                                                                    | HTML       |         37 |         16 |          6 |         59 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\web\manifest.json                                                                 | JSON       |         35 |          0 |          1 |         36 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\flutter\generated_plugin_registrant.cc                                    | C++        |         12 |          4 |          5 |         21 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\flutter\generated_plugin_registrant.h                                     | C++        |          5 |          5 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\flutter_window.cpp                                                 | C++        |         45 |          4 |         13 |         62 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\flutter_window.h                                                   | C++        |         20 |          5 |          9 |         34 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\main.cpp                                                           | C++        |         30 |          4 |         10 |         44 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\resource.h                                                         | C++        |          9 |          6 |          2 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\utils.cpp                                                          | C++        |         53 |          2 |         10 |         65 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\utils.h                                                            | C++        |          8 |          6 |          6 |         20 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\win32_window.cpp                                                   | C++        |        183 |         15 |         48 |        246 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\windows\runner\win32_window.h                                                     | C++        |         48 |         29 |         22 |         99 |
| Total                                                                                                                                    |            |      7,704 |      1,774 |        854 |     10,332 |
+------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
