"filename", "language", "Markdown", "YAML", "C++", "Dart", "JSON", "Swift", "HTML", "XML", "Java Properties", "Gradle", "comment", "blank", "total"
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretDown.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretRight.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Folders.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\FoldersModalBottom.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Gear.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraight.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightLogin.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightRed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\MagnifyingGlass.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\MapTrifold.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Profile.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Union.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\UserCircle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\addIcon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\bell_svg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\heartIcon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\refreshArrow.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\sifirlaFilter.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\successfulVerif.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 1, 1, 38
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 1, 27
"c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\bloc\bloc\search_reqest_bloc.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 7, 8, 36
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\bloc\bloc\search_reqest_event.dart", "Dart", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\bloc\bloc\search_reqest_state.dart", "Dart", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\bloc\cubit\search_count_cubit.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\bloc\cubit\search_count_state.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 3, 13
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\check_auth.dart", "Dart", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 6, 38
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\evler_data\evler_data.dart", "Dart", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 35, 28, 233
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\filter_data\filter_data.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 13, 91
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\qovluqlar_data\qovluqlar_data.dart", "Dart", 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 48, 23, 432
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_client.dart", "Dart", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 2, 11, 95
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_verif_client.dart", "Dart", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 19, 11, 155
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\filter_api\filter_api_client.dart", "Dart", 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 53, 18, 210
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\qovluqlar_api_client.dart", "Dart", 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 25, 15, 157
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\announces_entity\announces_entity.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\announces_entity\announces_entity.g.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.dart", "Dart", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 5, 69
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.g.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 5, 50
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 9, 63
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.g.dart", "Dart", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 4, 5, 58
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.dart", "Dart", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.g.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 4, 5, 30
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.dart", "Dart", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.g.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 5, 17
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\marks\nisangah.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\marks\nisangah.g.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\metros\metro.dart", "Dart", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\metros\metro.g.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.g.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 5, 22
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.dart", "Dart", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.g.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 5, 24
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\seherler\seher.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\seherler\seher.g.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlements_regions\regions_settlements.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlements_regions\regions_settlements.g.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 5, 24
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlmenets\settlemenets.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlmenets\settlemenets.g.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 5, 22
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\constants.dart", "Dart", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\google_maps_page.dart", "Dart", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\main.dart", "Dart", 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 19, 10, 137
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_birlesme.dart", "Dart", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 31, 10, 227
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_list_widget.dart", "Dart", 0, 0, 0, 433, 0, 0, 0, 0, 0, 0, 79, 34, 546
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\checkbox_entity.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 5, 61
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\chip_choices.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 7, 8, 72
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\cixaris_switch_entity.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 2, 7, 74
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\current_floor_entity.dart", "Dart", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 2, 8, 82
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\floor_count.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 2, 8, 80
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\kredit_switch_entity.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 2, 7, 74
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\ev_villa_button_entity.dart", "Dart", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 3, 8, 84
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\kohne_tikili_button_entity.dart", "Dart", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 3, 8, 84
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\menzil_button_entity.dart", "Dart", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 7, 8, 82
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\yeni_tikili_button_entity.dart", "Dart", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 3, 8, 85
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\range_slider_entity.dart", "Dart", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 3, 5, 67
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\room_count_entity.dart", "Dart", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 20, 11, 103
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\sahe_range_slider.dart", "Dart", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 3, 5, 67
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\sertler_checkbox.dart\1-ci_olmasin.dart", "Dart", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 6, 67
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\sertler_checkbox.dart\en_ust_olmasin.dart", "Dart", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 6, 68
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\sertler_checkbox.dart\yalniz_ust.dart", "Dart", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 6, 67
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\swicth_cupertino.dart", "Dart", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 7, 69
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\kiraye.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 465, 5, 470
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile-entity.dart", "Dart", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 2, 7, 70
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_nisangah.dart", "Dart", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 2, 7, 70
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_seherler.dart", "Dart", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 21, 9, 199
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_settlements.dart", "Dart", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 2, 9, 131
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\seher_baki_or_not.dart", "Dart", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 8, 5, 63
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\textForSeherName.dart", "Dart", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\nisangahlar\toggle_buttons_lists.dart", "Dart", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 12, 9, 145
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\appbar.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 1, 4, 41
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\bas_sehife_birlesme.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 40, 5, 82
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\neticeler.dart", "Dart", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\satilan_son_elanlar.dart", "Dart", 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 99, 14, 449
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\bottom_navigation_bar.dart", "Dart", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 3, 8, 118
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\cupertino_tab_scaffold.dart", "Dart", 0, 0, 0, 384, 0, 0, 0, 0, 0, 0, 157, 30, 571
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\persistent_bottom_nav_bar.dart", "Dart", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 1, 9, 93
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_images.dart", "Dart", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 10, 4, 96
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_slider.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 4, 59
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_screen.dart", "Dart", 0, 0, 0, 606, 0, 0, 0, 0, 0, 0, 18, 27, 651
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\appbar\son_elanlar.dart", "Dart", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 1, 4, 56
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\elanlarList\elanlar_list.dart", "Dart", 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 55, 19, 285
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\evler.dart", "Dart", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 4, 31
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\son elanar\neticeler-widget.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 3, 3, 48
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\navigation\navigation.dart", "Dart", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 4, 23
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\code_screen.dart", "Dart", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 12, 4, 140
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\daxil_ol.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 8, 5, 115
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\hesab_screen.dart", "Dart", 0, 0, 0, 265, 0, 0, 0, 0, 0, 0, 3, 6, 274
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\registration_page.dart", "Dart", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 2, 4, 77
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\splash_register_screnn.dart", "Dart", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 3, 7, 54
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\appBarSecilmisler.dart", "Dart", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 4, 65
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar.dart", "Dart", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 2, 6, 86
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\papkalar_single.dart", "Dart", 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 54, 17, 381
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\qovluq_yarat_dialog.dart", "Dart", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 9, 11, 116
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmis_elanlar.dart", "Dart", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 41, 14, 251
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmisler_birlesme.dart", "Dart", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 8, 6, 130
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\qovluqlar_secure_storage.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 19
"c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\secure_storage.dart", "Dart", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 38, 22, 163
"c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\gasan\.vscode\flutter projects\database_trial\linux\main.cc", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.cc", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.h", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 4, 25
"c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 69
