Date : 2022-11-05 11:00:26
Directory : c:\Users\gasan\.vscode\flutter projects\database_trial
Total : 152 files,  8665 codes, 1851 comments, 965 blanks, all 11481 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\drawable-v21\launch_background.xml                       | XML        |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\drawable\launch_background.xml                           | XML        |          4 |          7 |          2 |         13 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\values-night\styles.xml                                  | XML        |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\main\res\values\styles.xml                                        | XML        |          9 |          9 |          1 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\app\src\profile\AndroidManifest.xml                                       | XML        |          4 |          4 |          1 |          9 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\build.gradle                                                              | Gradle     |         27 |          0 |          6 |         33 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\gradle.properties                                                         | Properties |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\gradle\wrapper\gradle-wrapper.properties                                  | Properties |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\android\settings.gradle                                                           | Gradle     |          8 |          0 |          4 |         12 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\ArrowLeft.svg                                                       | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretCircleRight.svg                                                | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretDown.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\CaretRight.svg                                                      | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Folders.svg                                                         | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\FoldersModalBottom.svg                                              | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Gear.svg                                                            | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraight.svg                                                   | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightLogin.svg                                              | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\HeartStraightRed.svg                                                | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\House1.svg                                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\MagnifyingGlass.svg                                                 | XML        |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\MapTrifold.svg                                                      | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Profile.svg                                                         | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\Union.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\UserCircle.svg                                                      | XML        |         10 |          0 |          1 |         11 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\addIcon.svg                                                         | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\bell_svg.svg                                                        | XML        |          7 |          0 |          1 |          8 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\heartIcon.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar.svg                                                        | XML        |          7 |          0 |          1 |          8 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\papkalar2.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\refreshArrow.svg                                                    | XML        |          5 |          0 |          1 |          6 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\sifirlaFilter.svg                                                   | XML        |          6 |          0 |          1 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\assets\images\successfulVerif.svg                                                 | XML        |         25 |          0 |          1 |         26 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\AppDelegate.swift                                                      | Swift      |         12 |          0 |          2 |         14 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                       | JSON       |        122 |          0 |          1 |        123 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                     | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                         | Markdown   |          3 |          0 |          2 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\LaunchScreen.storyboard                                     | XML        |         36 |          1 |          1 |         38 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Base.lproj\Main.storyboard                                             | XML        |         25 |          1 |          1 |         27 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\ios\Runner\Runner-Bridging-Header.h                                               | C++        |          1 |          0 |          1 |          2 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\check_auth.dart                                                               | Dart       |         18 |          0 |          3 |         21 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\evler_data\evler_data.dart                                               | Dart       |        153 |         34 |         25 |        212 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\filter_data\filter_data.dart                                             | Dart       |          0 |         78 |         13 |         91 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\data\qovluqlar_data\qovluqlar_data.dart                                       | Dart       |        346 |         94 |         22 |        462 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_client.dart                                            | Dart       |         75 |          2 |         10 |         87 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\api_verif_client.dart                                      | Dart       |        126 |         20 |         11 |        157 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\filter_api\filter_api_client.dart                          | Dart       |        138 |         50 |         18 |        206 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\api_clients\qovluqlar_api_client.dart                                  | Dart       |        117 |         25 |         15 |        157 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.dart                                   | Dart       |         64 |          0 |          5 |         69 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\details\detailsWidget.g.dart                                 | Dart       |         41 |          4 |          5 |         50 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.dart                                          | Dart       |         39 |         10 |         10 |         59 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\filter\filters.g.dart                                        | Dart       |         33 |          4 |          5 |         42 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.dart                                              | Dart       |         33 |          0 |          5 |         38 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\getter\get.g.dart                                            | Dart       |         21 |          4 |          5 |         30 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.dart                                  | Dart       |         10 |          0 |          5 |         15 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\image_getter\getImages.g.dart                                | Dart       |          8 |          4 |          5 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\marks\nisangah.dart                                          | Dart       |         11 |          0 |          6 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\marks\nisangah.g.dart                                        | Dart       |          9 |          4 |          5 |         18 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\metros\metro.dart                                            | Dart       |         10 |          0 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\metros\metro.g.dart                                          | Dart       |          9 |          4 |          5 |         18 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.dart                                           | Dart       |         12 |          0 |          6 |         18 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\object\object.g.dart                                         | Dart       |         13 |          4 |          5 |         22 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.dart                                     | Dart       |         22 |          0 |          4 |         26 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\qovluqlar\qovluqlar.g.dart                                   | Dart       |         15 |          4 |          5 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\seherler\seher.dart                                          | Dart       |         11 |          0 |          6 |         17 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\seherler\seher.g.dart                                        | Dart       |          9 |          4 |          5 |         18 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlements_regions\regions_settlements.dart                 | Dart       |         16 |          0 |          6 |         22 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlements_regions\regions_settlements.g.dart               | Dart       |         15 |          4 |          5 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlmenets\settlemenets.dart                                | Dart       |         14 |          0 |          6 |         20 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\domain\entitites\settlmenets\settlemenets.g.dart                              | Dart       |         13 |          4 |          5 |         22 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\constants.dart                                                    | Dart       |          1 |          0 |          1 |          2 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\google_maps\google_maps_page.dart                                             | Dart       |         19 |          0 |          5 |         24 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\main.dart                                                                     | Dart       |        101 |         11 |         10 |        122 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_birlesme.dart                                              | Dart       |        170 |         30 |          8 |        208 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\axtaris_list_widget.dart                                           | Dart       |        454 |         54 |         34 |        542 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\checkbox_entity.dart                                 | Dart       |         50 |          2 |          5 |         57 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\cixaris_switch_entity.dart                           | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\current_floor_entity.dart                            | Dart       |         68 |          2 |          8 |         78 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\floor_count.dart                                     | Dart       |         66 |          2 |          8 |         76 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\kredit_switch_entity.dart                            | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\ev_villa_button_entity.dart     | Dart       |         72 |          3 |          8 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\kohne_tikili_button_entity.dart | Dart       |         71 |          3 |          9 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\menzil_button_entity.dart       | Dart       |         65 |          7 |          8 |         80 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\propertyTypeEntities\yeni_tikili_button_entity.dart  | Dart       |         72 |          3 |          8 |         83 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\range_slider_entity.dart                             | Dart       |         49 |          6 |          5 |         60 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\room_count_entity.dart                               | Dart       |         67 |         14 |         10 |         91 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\button_entity\swicth_cupertino.dart                                | Dart       |         50 |          2 |          5 |         57 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\kiraye.dart                                                        | Dart       |          0 |        465 |          5 |        470 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile-entity.dart                                    | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_nisangah.dart                                  | Dart       |         61 |          2 |          7 |         70 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_seherler.dart                                  | Dart       |        169 |         21 |          9 |        199 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\list_tile_settlements.dart                               | Dart       |        120 |          2 |          9 |        131 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\seher_baki_or_not.dart                                   | Dart       |         50 |          8 |          5 |         63 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\list_tile\textForSeherName.dart                                    | Dart       |         19 |          0 |          4 |         23 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\axtaris\nisangahlar\toggle_buttons_lists.dart                              | Dart       |        124 |         12 |          9 |        145 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\appbar.dart                                                     | Dart       |         36 |          1 |          4 |         41 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\bas_sehife_birlesme.dart                                        | Dart       |         37 |         40 |          5 |         82 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\neticeler.dart                                                  | Dart       |          4 |          0 |          1 |          5 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bas_sehife\satilan_son_elanlar.dart                                        | Dart       |        335 |         94 |         13 |        442 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\bottom_navigation_bar.dart                             | Dart       |         84 |          1 |          7 |         92 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\bottomNavigationBar\cupertino_tab_scaffold.dart                            | Dart       |        397 |        157 |         30 |        584 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_images.dart                         | Dart       |         82 |         10 |          4 |         96 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_images\details_slider.dart                         | Dart       |         53 |          2 |          4 |         59 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\deatils_screens\details_screen.dart                                        | Dart       |        599 |         14 |         26 |        639 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\appbar\son_elanlar.dart                                              | Dart       |         51 |          1 |          4 |         56 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\elanlarList\elanlar_list.dart                                        | Dart       |        215 |         52 |         17 |        284 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\evler.dart                                                           | Dart       |         26 |          1 |          4 |         31 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\evler\son elanar\neticeler-widget.dart                                     | Dart       |         42 |          3 |          3 |         48 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\navigation\navigation.dart                                                 | Dart       |         17 |          2 |          4 |         23 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\code_screen.dart                                          | Dart       |        124 |         12 |          4 |        140 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\daxil_ol.dart                                             | Dart       |        102 |          8 |          5 |        115 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\daxil_ol\hesab_screen.dart                                         | Dart       |        265 |          3 |          6 |        274 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\registration_page.dart                                   | Dart       |         71 |          2 |          4 |         77 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\profile\reegister\splash_register_screnn.dart                              | Dart       |         44 |          3 |          7 |         54 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\appBarSecilmisler.dart                                         | Dart       |         60 |          1 |          4 |         65 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar.dart                                                  | Dart       |         78 |          2 |          6 |         86 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\papkalar_single.dart                                  | Dart       |        307 |         54 |         16 |        377 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\papkalar\qovluq_yarat_dialog.dart                              | Dart       |         96 |          9 |         11 |        116 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmis_elanlar.dart                                          | Dart       |        193 |         41 |         13 |        247 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secilmisler\secilmisler_birlesme.dart                                      | Dart       |        116 |          8 |          6 |        130 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\qovluqlar_secure_storage.dart                               | Dart       |          0 |         14 |          5 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\lib\ui\secure_storage\secure_storage.dart                                         | Dart       |        103 |         38 |         22 |        163 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.cc                                      | C++        |         11 |          4 |          5 |         20 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\flutter\generated_plugin_registrant.h                                       | C++        |          5 |          5 |          6 |         16 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\main.cc                                                                     | C++        |          5 |          0 |          2 |          7 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.cc                                                           | C++        |         74 |         11 |         20 |        105 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\linux\my_application.h                                                            | C++        |          7 |          7 |          5 |         19 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Flutter\GeneratedPluginRegistrant.swift                                     | Swift      |         18 |          3 |          4 |         25 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\AppDelegate.swift                                                    | Swift      |          8 |          0 |          2 |         10 |
| c:\Users\gasan\.vscode\flutter projects\database_trial\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                     | JSON       |         68 |          0 |          1 |         69 |
